
 11%|███████████████                                                                                                                         | 15/136 [00:01<00:09, 12.68it/s]
loss:  tensor(0.3931, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3552, device='cuda:0', grad_fn=<NllLossBackward0>)

 79%|██████████████████████████████████████████████████████████████████████████████████████████████████████████▏                            | 107/136 [00:10<00:02, 10.24it/s]
loss:  tensor(0.3285, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3369, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2930, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3489, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4403, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2716, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2629, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3461, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3404, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5568, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5354, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6976, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2769, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7198, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5307, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7196, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2821, device='cuda:0', grad_fn=<NllLossBackward0>)

 93%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████         | 127/136 [00:12<00:00,  9.99it/s]
loss:  tensor(0.3709, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3118, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5098, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4648, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3134, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7012, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3378, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5946, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3304, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3181, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4007, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2761, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3449, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2981, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4118, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3645, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3198, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3787, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3675, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3757, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4886, device='cuda:0', grad_fn=<NllLossBackward0>)
100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 136/136 [00:13<00:00,  9.89it/s]
 10%|██████████████                                                                                                                          | 14/136 [00:01<00:12,  9.96it/s]
Training loss: 0.0281002772128445, accuracy: 0.7737931034482759
loss:  tensor(0.3856, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2832, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5770, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7336, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4172, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4115, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2487, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3293, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5673, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2989, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3020, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2934, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3370, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4285, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2759, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4675, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4550, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3874, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4648, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4268, device='cuda:0', grad_fn=<NllLossBackward0>)

 25%|██████████████████████████████████                                                                                                      | 34/136 [00:03<00:09, 10.85it/s]
loss:  tensor(0.4454, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5838, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5037, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4409, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3297, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4694, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4573, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3299, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4698, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6091, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5821, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5109, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4276, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4146, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4685, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4798, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3075, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4586, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3707, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.1981, device='cuda:0', grad_fn=<NllLossBackward0>)

 41%|████████████████████████████████████████████████████████                                                                                | 56/136 [00:05<00:07, 10.46it/s]
loss:  tensor(0.8442, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3412, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4092, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5010, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4449, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5089, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2533, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3967, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3806, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3870, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6125, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5902, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3587, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5109, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2631, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4728, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4251, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4427, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5048, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4864, device='cuda:0', grad_fn=<NllLossBackward0>)

 55%|███████████████████████████████████████████████████████████████████████████                                                             | 75/136 [00:07<00:06,  9.65it/s]
loss:  tensor(0.4270, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5324, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4294, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4139, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5703, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4732, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5756, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2887, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6541, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3905, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4127, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7540, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4695, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3575, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5945, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3890, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3437, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4684, device='cuda:0', grad_fn=<NllLossBackward0>)

loss:  tensor(0.4041, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4884, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3795, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5204, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2299, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4841, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5910, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4882, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4217, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5634, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4152, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4113, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4019, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3759, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2870, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5213, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4222, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5121, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4219, device='cuda:0', grad_fn=<NllLossBackward0>)

loss:  tensor(0.4093, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4440, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4279, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2453, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5967, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3816, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3458, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5503, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4884, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5253, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4306, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3731, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3019, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2923, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2430, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3496, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4810, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3092, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7306, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5596, device='cuda:0', grad_fn=<NllLossBackward0>)
100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 136/136 [00:13<00:00, 10.13it/s]
  0%|                                                                                                                                                 | 0/136 [00:00<?, ?it/s]
loss:  tensor(0.3199, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4231, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3723, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4217, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6451, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4363, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3956, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7382, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5441, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4289, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3403, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3640, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3797, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5410, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5701, device='cuda:0', grad_fn=<NllLossBackward0>)
Training loss: 0.027601324203370633, accuracy: 0.7751724137931034
loss:  tensor(0.3802, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3808, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5289, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2304, device='cuda:0', grad_fn=<NllLossBackward0>)

 13%|██████████████████                                                                                                                      | 18/136 [00:01<00:10, 10.91it/s]
loss:  tensor(0.3105, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6304, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(1.0335, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3337, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3387, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4266, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3484, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3872, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3526, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4807, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4664, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3878, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3516, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3329, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3418, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5449, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4122, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5522, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3588, device='cuda:0', grad_fn=<NllLossBackward0>)

 28%|██████████████████████████████████████                                                                                                  | 38/136 [00:03<00:09, 10.43it/s]
loss:  tensor(0.7872, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4137, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3259, device='cuda:0', grad_fn=<NllLossBackward0>)
